neo_id,name,absolute_magnitude,estimated_diameter_min,estimated_diameter_max,orbiting_body,relative_velocity,miss_distance,is_hazardous,year
2417816,417816 (2007 FA),20.27,0.2347226375,0.5248557734,Earth,35076.6670722151,33246737.127523653,True,2007.0
3742058,(2016 BX80),20.78,0.185590173,0.4149922428,Earth,45796.5821827246,16057747.118016489,False,
3684349,(2014 QQ362),24.14,0.0394961694,0.0883161196,Earth,57047.2322095699,8863233.890003478,False,
2162361,162361 (2000 AF6),20.24,0.2379879547,0.5321572445,Earth,36805.4175569414,11068482.405938812,True,2000.0
3020976,(1999 JZ10),22.22,0.0956213733,0.2138158908,Earth,70032.1582230847,10311803.050308594,True,1999.0
3433365,(2008 UE7),20.4,0.2210828104,0.4943561926,Earth,37336.4114077937,6548575.954578129,True,2008.0
54413293,(2023 XV1),21.34,0.1434019235,0.320656449,Earth,52811.6974775647,52161596.92300231,True,2023.0
3574344,(2011 OV18),19.7,0.3051792326,0.6824015094,Earth,85654.1929481615,69564708.11413555,True,2011.0
54374472,(2023 MG6),20.19,0.2435314063,0.5445527791,Earth,44661.5867060287,2571229.801511339,True,2023.0
3836084,(2018 VG3),20.89,0.1764229081,0.3944936153,Earth,64989.2428204658,63626716.94306709,True,2018.0
2620100,620100 (2016 WJ1),21.35,0.1427430515,0.3191831664,Earth,27443.7927778199,70464555.50363487,True,2016.0
3152317,(2003 GQ22),21.48,0.1344481952,0.3006353038,Earth,42341.9350926481,42033144.05900248,True,2003.0
2474163,474163 (1999 SO5),20.99,0.1684825693,0.3767384779,Earth,59028.6060484632,73349442.38700317,True,1999.0
2484795,484795 (2009 DE47),18.58,0.5111577815,1.1429835468,Earth,41003.1538920191,59686816.887156375,False,
54275851,(2022 GN5),18.64,0.4972273129,1.1118340719,Earth,79197.514781971,27934233.874251485,True,2022.0
2475534,475534 (2006 TS7),21.25,0.1494703242,0.3342258056,Earth,46209.0383115224,58120669.59046883,True,2006.0
2365071,365071 (2009 AV),18.18,0.6145468212,1.3741684676,Earth,102409.4650537098,71500318.12306996,True,2009.0
3024030,(1999 VX25),26.7,0.0121494041,0.0271668934,Earth,23984.0010940422,35227528.95443162,False,
2141527,141527 (2002 FG7),18.94,0.4330668855,0.9683669947,Earth,48990.5587273068,35141617.90460781,True,2002.0
3836131,(2018 VT5),28.5,0.0053034072,0.0118587791,Earth,79769.2531738914,62725435.76270233,False,
3092474,(2001 VC2),21.29,0.1467421834,0.3281254972,Earth,23805.6105707255,32548547.44238753,True,2001.0
3893637,(2019 VF6),21.15,0.1565146436,0.3499773825,Earth,74105.5961823955,30489188.87860616,True,2019.0
54142826,(2021 HC3),21.57,0.1289896833,0.2884297004,Earth,93420.2609905432,7428680.718696319,True,2021.0
2208023,208023 (1999 AQ10),20.52,0.2091967709,0.4677782004,Earth,35741.3065616679,45725465.0405463,True,1999.0
2490581,490581 (2009 WZ104),20.85,0.1797028549,0.4018277992,Earth,20943.3207037233,42227394.45475219,True,2009.0
3752784,(2016 JC6),21.37,0.1414343753,0.3162568776,Earth,53270.1391282092,61678307.80412888,True,2016.0
3601342,(2012 EZ11),21.54,0.1307841086,0.2924421572,Earth,31105.725345249,58716502.09418397,False,
3989284,(2020 BW12),26.1,0.0160160338,0.0358129403,Earth,50233.3293058488,46176361.38324723,False,
2439437,439437 (2013 NK4),18.94,0.4330668855,0.9683669947,Earth,39217.0445363441,55126072.91004736,True,2013.0
2090403,90403 (2003 YE45),17.78,0.7388477866,1.6521138758,Earth,60573.3721564975,33769291.32866777,True,2003.0
3545631,(2010 RF31),25.2,0.0242412481,0.0542050786,Earth,48824.0281841188,43441180.170104064,False,
2438955,438955 (2010 LN14),21.01,0.1669379118,0.3732845187,Earth,29270.141654097,37062619.32250183,True,2010.0
3426410,(2008 QV11),21.34,0.1434019235,0.320656449,Earth,37912.0225307666,43150639.609350145,False,
3170209,(2003 YH136),19.13,0.3967847541,0.8872376825,Earth,153119.0963491819,40245849.31281005,True,2003.0
2484402,484402 (2007 XH16),19.68,0.3080030213,0.6887156928,Earth,49813.5250584706,39887948.70577997,True,2007.0
3102742,(2002 AS4),22.26,0.0938760865,0.2099133109,Earth,96033.3131027534,67653009.72402345,True,2002.0
3467148,(2009 RZ3),18.82,0.4576726672,1.0233871954,Earth,102157.203640099,69869003.00225301,True,2009.0
3656921,(2014 BH3),20.15,0.2480589932,0.5546767711,Earth,79347.9650090213,39687711.62766965,False,
2003122,3122 Florence (1981 ET3),14.1,4.0230457983,8.9958038817,Earth,47095.5685374619,17010283.385962564,True,1981.0
3102774,(2002 AJ69),21.3,0.1460679643,0.3266178974,Earth,67910.457994992,58133300.766943984,False,
3794976,(2017 YH1),21.24,0.1501602479,0.3357685218,Earth,68246.5656619778,50241521.800159544,True,2017.0
2418849,418849 (2008 WM64),20.47,0.2140695897,0.4786741544,Earth,62623.6837386808,9525390.983377794,True,2008.0
54382898,(2023 RG9),25.76,0.0187307418,0.0418832119,Earth,24105.6838026909,56076673.32171649,False,
2005645,5645 (1990 SP),17.23,0.9518203298,2.1283349598,Earth,64462.7126472372,48875261.417848,False,
3843733,(2019 QK7),25.5,0.0211132445,0.0472106499,Earth,21443.2413936394,30641078.13918095,False,
54316644,(2022 SF95),20.51,0.2101623793,0.4699373665,Earth,79236.6705887944,47694251.38407038,True,2022.0
2242450,242450 (2004 QY2),14.65,3.122877701,6.9829668249,Earth,110491.710935436,48722087.32100693,True,2004.0
54017288,(2020 KG6),19.31,0.365220357,0.8166575449,Earth,163143.6347367011,71378488.51994064,True,2020.0
3786451,(2017 TN6),21.16,0.1557955241,0.3483693825,Earth,77740.2117764345,22392701.158899877,True,2017.0
2136795,136795 Tatsunokingo (1997 BQ),18.11,0.634680239,1.4191881584,Earth,78610.0565100445,65902378.82772487,True,1997.0
54184275,(2021 OC5),18.31,0.5788352575,1.2943149835,Earth,27401.2740897012,69652414.20376128,False,
3709252,(2015 BE513),22.0,0.1058168859,0.2366137501,Earth,72758.5415108125,43617246.331404015,False,
2162567,162567 (2000 RW37),19.97,0.2694976463,0.602615057,Earth,37614.2546141363,11566114.7837641,True,2000.0
3843340,(2019 OM),22.56,0.0817626533,0.1828268509,Earth,54533.0413104829,60631667.66924971,False,
54322868,(2022 US21),21.83,0.1144339731,0.2558821427,Earth,73027.2937196826,69051937.25465456,True,2022.0
3371143,(2007 EO88),26.4,0.0139493823,0.0311917671,Earth,87857.8569872597,68206599.6787952,False,
2216523,216523 (2001 HY7),20.7,0.1925550782,0.4305662442,Earth,64567.7122916876,66806145.60661925,True,2001.0
54354968,(2023 FJ19),22.28,0.0930154254,0.2079888141,Earth,21101.2089333183,58550267.7592168,False,
54390825,(2023 TW),27.28,0.0093015425,0.0207988814,Earth,48462.3802118653,58469252.94295958,False,
3303213,(2005 WD),21.93,0.1092835959,0.2443655492,Earth,63131.4608228222,12521007.756715013,True,2005.0
3843398,(2019 OX2),24.35,0.0358554334,0.0801751865,Earth,16161.7451096741,24071814.743954133,False,
2087684,87684 (2000 SY2),16.01,1.6693791177,3.7328451875,Earth,100908.269169912,60706195.66754736,True,2000.0
54320710,(2022 UQ10),24.59,0.0321036917,0.0717860371,Earth,37298.8404312228,12473933.226490205,False,
3758274,(2016 QC45),21.81,0.1154928176,0.258249791,Earth,85836.0502956218,66453988.28621526,True,2016.0
3878577,(2019 TF2),26.3,0.0146067964,0.0326617897,Earth,5585.4100661905,6445016.021242131,False,
2450293,450293 (2004 LV3),18.83,0.4555698523,1.0186851583,Earth,75163.5905676588,10367762.781464392,True,2004.0
3430492,(2008 TP26),23.82,0.0457672667,0.1023387195,Earth,32428.3985725562,52245916.55068506,False,
2504256,504256 (2006 VD13),19.07,0.407901194,0.912094798,Earth,32297.6189128946,5626322.214984244,True,2006.0
3766497,(2017 AQ19),20.86,0.1788771952,0.3999815682,Earth,54060.9311408778,37374911.50331247,True,2017.0
2085770,85770 (1998 UP1),20.71,0.191670368,0.428587972,Earth,81001.0055493184,37100696.6179508,False,
2437844,437844 (1999 MN),21.19,0.1536579294,0.3435895754,Earth,72600.3272305948,22361516.974265616,True,1999.0
3840745,(2019 FM2),20.61,0.2007035141,0.4487867009,Earth,56464.0460056512,58531378.42512636,True,2019.0
3182823,(2004 KG1),23.96,0.0429096504,0.0959488953,Earth,85237.9770153485,63927001.44140516,False,
3661493,(2014 CD13),21.33,0.1440638367,0.3221365319,Earth,68132.7726610248,59670902.8751828,True,2014.0
54375849,(2023 OF2),21.21,0.152249185,0.3404395273,Earth,49459.3860340253,41313156.33359057,True,2023.0
2306383,306383 (1993 VD),21.49,0.1338304618,0.2992540101,Earth,119400.3221514739,74512448.69112094,True,1993.0
2431698,431698 (2008 ES),18.29,0.5841911542,1.3062911326,Earth,68106.2399792352,58489616.66877738,False,
3670396,(2014 HM187),21.4,0.1394938229,0.3119176705,Earth,2420.5013772763,36977431.159505434,False,
3729846,(2015 TH145),20.36,0.2251930467,0.5035469604,Earth,46310.7980450012,31525329.397220653,True,2015.0
54320196,(2022 UL9),21.98,0.1067959975,0.2388031102,Earth,64689.7444463894,3233587.206433585,True,2022.0
3712675,(2015 DR215),20.51,0.2101623793,0.4699373665,Earth,45818.2736411051,20342815.416482866,True,2015.0
3605565,(2012 LD1),21.8,0.1160259082,0.2594418179,Earth,31376.2080194466,47355192.643726595,False,
3781359,(2017 QC36),20.7,0.1925550782,0.4305662442,Earth,44545.7298459568,31394393.008795295,True,2017.0
3698847,(2014 WT202),21.1,0.160160338,0.358129403,Earth,59016.201373562,66769344.62035797,True,2014.0
2513171,513171 (2004 MD6),20.48,0.2130860292,0.4764748465,Earth,56799.3515370372,68294568.08828598,True,2004.0
3558386,(2011 EF17),19.2,0.3841978911,0.8590926012,Earth,123876.0466224253,62975276.03879384,True,2011.0
3843611,(2019 QU1),23.8,0.046190746,0.1032856481,Earth,45832.8904586251,51740170.40326501,False,
2087025,87025 (2000 JT66),18.14,0.6259720997,1.3997161669,Earth,71102.0294810726,58818669.316229634,False,
3183851,(2004 LY5),21.68,0.1226182113,0.2741826558,Earth,79816.8797934703,37249917.48635861,True,2004.0
54134551,(2020 US50),23.38,0.0560473362,0.1253256538,Earth,28332.8515927537,28134843.73529405,False,
3736501,(2015 XG261),23.05,0.065246163,0.1458948557,Earth,108642.8378521588,29374603.350905094,False,
54374055,(2023 MU3),22.38,0.0888290416,0.1986277755,Earth,52523.9169110096,31500487.773319934,False,
3741563,(2016 CO29),25.0,0.02658,0.0594346868,Earth,25454.3410637496,29432044.65448601,False,
3739316,(2016 AA10),20.29,0.2325706875,0.5200438667,Earth,40960.1693740082,6371969.415852163,True,2016.0
3757398,(2016 PQ39),21.1,0.160160338,0.358129403,Earth,81720.6099658985,47341249.61360983,True,2016.0
3726596,(2015 QR3),25.7,0.0192555078,0.0430566244,Earth,55065.2485306324,58156163.85429545,False,
3346460,(2006 SS134),21.48,0.1344481952,0.3006353038,Earth,81884.5368158117,34836646.05620903,True,2006.0
54440648,(2024 JB6),19.95,0.2719912773,0.6081909854,Earth,69761.8644847873,8914671.427147048,True,2024.0
54130039,(2021 ET),21.51,0.1326034968,0.2965104328,Earth,53261.4189238319,29738847.31153743,False,
3774114,(2017 HG4),27.7,0.0076657557,0.0171411509,Earth,44546.8124619932,43041990.01240165,False,
2163364,163364 (2002 OD20),18.91,0.439091446,0.9818383215,Earth,26720.3465750056,11386171.060633536,True,2002.0
3797851,(2018 BZ2),20.39,0.2221032822,0.4966380371,Earth,69878.716510919,31958066.3835976,True,2018.0
3714454,(2015 FS117),21.99,0.1063053145,0.2377059096,Earth,62614.303881669,14468274.057685144,True,2015.0
3401381,(2008 CG),22.0,0.1058168859,0.2366137501,Earth,62586.7114345679,47256899.42308224,False,
2175706,175706 (1996 FG3),18.32,0.5761757511,1.2883681464,Earth,70430.3006094637,42782594.695956424,True,1996.0
3755345,(2016 NG33),21.5,0.1332155667,0.2978790628,Earth,53396.0955703714,25158214.701526158,True,2016.0
54266171,(2022 FC4),23.88,0.0445199816,0.0995497053,Earth,44858.7857420266,32244320.0677888,False,
54327486,(2022 VA3),22.52,0.0832827346,0.1862258558,Earth,34374.1387806597,44567152.75855421,False,
2374158,374158 (2004 UL),18.67,0.4904050984,1.0965791366,Earth,144289.799223134,22117300.53090101,True,2004.0
54420791,(2024 AW4),20.71,0.191670368,0.428587972,Earth,48454.7635331982,20617390.069762096,False,
3776300,(2017 NK),21.2,0.1529519353,0.3420109247,Earth,42980.006506658,33034135.23194572,True,2017.0
2382406,382406 (1996 AJ1),20.57,0.204434871,0.4571302686,Earth,61489.1252761412,58903572.824398994,True,1996.0
3736677,(2015 XA352),21.98,0.1067959975,0.2388031102,Earth,14367.0334063993,46634348.79962424,False,
2086039,86039 (1999 NC43),15.97,1.7004151927,3.8022439609,Earth,108430.4041117949,74218050.46505314,True,1999.0
3299469,(2005 VY3),20.15,0.2480589932,0.5546767711,Earth,57888.3594382992,69607215.78042415,False,
3766497,(2017 AQ19),20.86,0.1788771952,0.3999815682,Earth,43949.5740776999,24229219.767754544,True,2017.0
3157483,(2003 OC3),18.83,0.4555698523,1.0186851583,Earth,54023.3029549199,13006295.856860233,True,2003.0
2011500,11500 Tomaiyowit (1989 UR),18.37,0.5630603897,1.2590413069,Earth,32810.1056290286,70486929.46579058,True,1989.0
3408587,(2008 GU3),22.59,0.0806408277,0.1803183724,Earth,35513.7417381516,64302908.63541439,False,
3143112,(2002 VO85),21.8,0.1160259082,0.2594418179,Earth,37922.0806773389,47424401.45039979,False,
3640747,(2013 LG16),19.35,0.3585543342,0.8017518649,Earth,72909.8682577628,71189646.83518077,True,2013.0
3767255,(2017 BO32),24.3,0.0366906138,0.0820427065,Earth,28618.6888122,70265716.94121225,False,
3694451,(2014 UQ56),19.21,0.3824326621,0.8551454293,Earth,86161.038656611,38271544.46841931,True,2014.0
54049834,(2020 OU5),24.9,0.0278326768,0.0622357573,Earth,37016.5186606853,43468334.60699456,False,
2467351,467351 (2003 KO2),20.36,0.2251930467,0.5035469604,Earth,107573.3883808099,74681464.8732797,True,2003.0
54106593,(2021 BZ2),23.8,0.046190746,0.1032856481,Earth,50903.5164249409,47070949.30059181,False,
3780695,(2017 PW26),24.8,0.0291443905,0.0651688382,Earth,57051.0929554128,70689032.1490181,False,
3582138,(2011 UH20),21.1,0.160160338,0.358129403,Earth,94595.0129039581,53663603.59437502,True,2011.0
3584582,(2011 UG256),20.28,0.233644185,0.5224442801,Earth,47913.0248731385,63871381.821006805,False,
3284923,(2005 OX),20.63,0.1988634532,0.4446721997,Earth,73942.2228932518,9446450.85022088,True,2005.0
54408397,(2023 WK3),20.58,0.2034955781,0.4550299458,Earth,75947.503938872,41165397.47020648,True,2023.0
2531899,531899 (2013 BE19),19.78,0.2941406018,0.6577183805,Earth,86850.0122424332,69981291.43275118,True,2013.0
54097868,(2020 XG),28.14,0.006259721,0.0139971617,Earth,33664.1859217553,9413095.072986128,False,
2417871,417871 (2007 MB24),18.32,0.5761757511,1.2883681464,Earth,88549.4236121129,73604355.91582084,True,2007.0
3774067,(2017 HV2),28.9,0.004411182,0.0098637028,Earth,61327.7177951142,57211532.59211654,False,
3521439,(2010 JN71),21.42,0.1382149359,0.3090579921,Earth,86079.52303637,73517022.89336331,True,2010.0
2452376,452376 (2002 AC5),19.97,0.2694976463,0.602615057,Earth,51838.8523592958,10793583.544155711,True,2002.0
54161318,(2021 MJ),20.45,0.2160503512,0.4831032718,Earth,90183.9199818337,43043207.08083282,True,2021.0
3383901,(2007 RT1),20.6,0.2016299194,0.4508582062,Earth,118204.160114326,47384461.18275613,False,
54225724,(2021 XD),25.27,0.0234722638,0.0524855773,Earth,23544.1950489769,10753987.800406668,False,
2365014,365014 (2008 OX2),20.1,0.2538370294,0.5675968529,Earth,68600.9762573188,72345113.28697225,True,2008.0
2003362,3362 Khufu (1984 QA),18.52,0.5254785303,1.1750057146,Earth,43481.0595393126,17924561.12064017,True,1984.0
3147323,(2003 BB21),21.05,0.1638909515,0.3664713084,Earth,71385.7177665054,54813294.35664177,True,2003.0
3707698,(2015 BN311),20.66,0.1961349444,0.4385710684,Earth,40982.4636881242,2969599.9983285,True,2015.0
2387668,387668 (2002 SZ),20.51,0.2101623793,0.4699373665,Earth,44818.6489152368,66035815.23591451,True,2002.0
3114026,(2002 CC14),24.8,0.0291443905,0.0651688382,Earth,46796.6486919107,67186846.66437262,False,
54429759,(2024 EK1),21.93,0.1092835959,0.2443655492,Earth,77316.4558558012,51228556.7431476,True,2024.0
3994619,(2020 DR2),18.8,0.4619074603,1.0328564805,Earth,121799.851213829,73988226.95243952,True,2020.0
3986739,(2020 BW),24.3,0.0366906138,0.0820427065,Earth,38158.4292949915,49106719.33207072,False,
2218017,218017 (2001 XV266),19.82,0.2887719308,0.6457136672,Earth,66054.4824926455,69584644.43883877,False,
3789390,(2017 VU13),20.8,0.1838886721,0.411187571,Earth,50944.6827424314,28323156.24750837,False,
2468910,468910 (2014 KQ76),21.67,0.1231841913,0.2754482254,Earth,31688.4161466681,46762675.87208149,True,2014.0
3740101,(2016 AB166),24.4,0.0350392641,0.0783501764,Earth,78235.4342517862,1235606.314986447,False,
3464007,(2009 OF),21.5,0.1332155667,0.2978790628,Earth,68609.0448344243,38802289.482061245,True,2009.0
3785705,(2017 SS32),22.78,0.0738847787,0.1652113876,Earth,113804.4667628635,73739072.83689833,False,
3638335,(2013 JV17),27.8,0.0073207399,0.016369672,Earth,62276.1622368397,50072323.19835811,False,
54378880,(2023 QL7),20.72,0.1907897226,0.4266187892,Earth,78102.9073718035,57720891.76745369,True,2023.0
54178992,(2021 PS2),20.0,0.2658,0.5943468684,Earth,32985.2921740078,26864443.12491472,True,2021.0
3381448,(2007 PV27),20.34,0.2272767323,0.5082062231,Earth,80322.0035047484,40958251.34910829,True,2007.0
3758926,(2016 RT1),21.9,0.1108038821,0.2477650126,Earth,65174.1443123584,59464022.96349428,True,2016.0
54330583,(2022 WR9),27.2,0.0096506147,0.0215794305,Earth,86817.2802468757,54550017.588821314,False,
2365424,365424 (2010 KX7),21.91,0.1102947845,0.2466266358,Earth,60349.8538996398,42787372.20865338,True,2010.0
2004769,4769 Castalia (1989 PB),17.5,0.8405334021,1.8794898244,Earth,65115.6657762078,15826761.992902111,True,1989.0
3666783,(2014 FO47),20.21,0.2412986969,0.5395602892,Earth,68163.9421468154,71374997.23477015,True,2014.0
3430309,(2008 TC4),21.65,0.1243240006,0.2779969165,Earth,43688.9342792174,31591636.67840627,True,2008.0
54377396,(2023 QL1),21.11,0.1594244681,0.3564839479,Earth,56793.0308614916,74463808.27511148,True,2023.0
3388081,(2007 TL23),21.48,0.1344481952,0.3006353038,Earth,64582.2707073602,39214646.03253832,True,2007.0
2377732,377732 (2005 XJ8),17.07,1.0246014747,2.2910785472,Earth,118625.400073264,69794367.93675981,True,2005.0
3785706,(2017 SY32),21.11,0.1594244681,0.3564839479,Earth,53279.8406470994,34579567.48717756,True,2017.0
3765022,(2016 XM),20.05,0.2597496533,0.580817882,Earth,53638.084105844,50371082.232256,True,2016.0
2512245,512245 (2016 AU8),19.91,0.2770479727,0.6194981001,Earth,25415.7062323133,28545780.81142184,False,
2374855,374855 (2006 VQ13),20.11,0.2526707542,0.5649889822,Earth,104039.185626715,68664726.89438173,True,2006.0
2162783,162783 (2000 YJ11),20.91,0.1748054532,0.3908768761,Earth,21496.347593171,61027472.14291808,True,2000.0
54146072,(2021 KD),21.68,0.1226182113,0.2741826558,Earth,49503.330212017,32817481.373340327,True,2021.0
3843363,(2019 OM1),21.12,0.1586919792,0.3548460529,Earth,43205.1889892717,25115210.071113423,True,2019.0
2497232,497232 (2005 EF),20.74,0.1890405519,0.4227075246,Earth,35164.982331906,29950265.274612397,False,
3256328,(2004 TL10),21.3,0.1460679643,0.3266178974,Earth,42832.3894742408,7811510.105346187,True,2004.0
54017593,(2020 MV1),24.4,0.0350392641,0.0783501764,Earth,21481.4356335262,15315889.949265445,False,
54308040,(2022 SY10),26.87,0.0112345318,0.0251211767,Earth,17891.8543960159,25152222.110049695,False,
54051583,(2020 QP6),20.76,0.1873074177,0.4188321187,Earth,32683.3202689401,42858118.16336041,False,
3789542,(2017 WG2),20.2,0.2424124811,0.5420507863,Earth,99279.0441520294,46261471.590793565,True,2017.0
3739011,(2015 YU7),21.37,0.1414343753,0.3162568776,Earth,59228.9581045943,21878689.99843849,True,2015.0
2066391,66391 Moshup (1999 KW4),16.64,1.2489785407,2.7928009194,Earth,103550.1175827022,44306843.24952542,True,1999.0
3663021,(2014 DO112),21.21,0.152249185,0.3404395273,Earth,10726.4201510931,47567603.383146234,False,
2279816,279816 (2000 JE5),19.27,0.3720103103,0.8318403423,Earth,101445.0178626482,14040825.415851844,True,2000.0
3614980,(2012 UR158),20.67,0.1952337862,0.4365560173,Earth,155502.4755929296,68833560.61201845,True,2012.0
3739414,(2016 AW65),24.43,0.0345585074,0.0772751717,Earth,18960.4031161855,26692522.485150125,False,
3559842,(2011 EO51),21.2,0.1529519353,0.3420109247,Earth,136640.1853642763,57791133.8316552,True,2011.0
3022970,(1999 SG10),20.76,0.1873074177,0.4188321187,Earth,114787.8836665862,58407787.20235928,True,1999.0
3989303,(2020 BR13),20.95,0.1716148941,0.3837425691,Earth,31755.52319233,61948840.50247816,False,
3071766,(2001 FA58),21.44,0.1369477737,0.3062245314,Earth,69935.2753600476,14500813.434463944,True,2001.0
2065690,65690 (1991 DG),19.06,0.4097839804,0.9163048363,Earth,49699.4053862984,19490235.957334682,True,1991.0
54168785,(2021 NP5),25.73,0.0189913123,0.0424658654,Earth,26043.1051109563,11356476.646387672,False,
3761739,(2016 UZ40),23.4,0.0555334912,0.1241766613,Earth,53514.4114772863,43256497.23133126,False,
3765022,(2016 XM),20.05,0.2597496533,0.580817882,Earth,38239.4685642865,10694241.14876969,True,2016.0
2434677,434677 (2006 BZ7),17.46,0.8561600847,1.9144321491,Earth,142179.1046054676,60554907.08729998,True,2006.0
54429759,(2024 EK1),21.93,0.1092835959,0.2443655492,Earth,39668.9616559721,14202046.247482132,True,2024.0
3434369,(2008 UW91),21.71,0.1209358264,0.2704207287,Earth,77271.7905818273,73004056.82362175,True,2008.0
2480936,480936 (2003 QH5),20.26,0.235806068,0.5272783976,Earth,60411.7403670031,49504465.01761978,True,2003.0
3746620,(2016 ED156),23.56,0.0515887466,0.1153559443,Earth,55943.4411417366,65758433.184127495,False,
2494710,494710 (2005 MO13),20.78,0.185590173,0.4149922428,Earth,23969.8577698107,46933051.01625111,True,2005.0
3893742,(2019 WL5),23.3,0.058150704,0.130028927,Earth,24418.696198511,29184186.595051356,False,
54248959,(2022 EB1),25.11,0.0252670754,0.0564988982,Earth,11246.1347159795,17662282.035974532,False,
3146499,(2003 AF23),21.01,0.1669379118,0.3732845187,Earth,59301.0424855037,56519167.26069228,True,2003.0
2377097,377097 (2002 WQ4),19.69,0.3065878759,0.6855513317,Earth,83562.0940923905,58448209.01058668,True,2002.0
3767250,(2017 BS31),21.96,0.1077841687,0.2410127282,Earth,63090.0231818173,6163560.928087774,True,2017.0
3388311,(2007 TQ24),22.04,0.1038855101,0.2322950625,Earth,43446.9999617964,34592470.76721846,False,
2199003,199003 (2005 WJ56),18.16,0.620233153,1.3868834919,Earth,71297.5286989296,57854455.70782752,True,2005.0
2163015,163015 (2001 UX16),22.07,0.1024601475,0.2291078547,Earth,22949.9053737645,26698088.33374262,False,
54017694,(2020 MF4),22.7,0.0766575574,0.1714115092,Earth,24176.9565720825,36880094.03380803,False,
3791296,(2017 XS2),26.0,0.0167708462,0.0375007522,Earth,14789.39509721,5487833.408011509,False,
54146072,(2021 KD),21.68,0.1226182113,0.2741826558,Earth,48601.0787940922,57687708.521442406,True,2021.0
2162687,162687 (2000 UH1),18.76,0.4704949611,1.0520587161,Earth,43781.1990988518,29268720.102808848,True,2000.0
2255071,255071 (2005 UH6),18.36,0.5656593584,1.2648527775,Earth,108822.8879867999,47523559.182175085,True,2005.0
3653699,(2013 VY13),21.2,0.1529519353,0.3420109247,Earth,37488.9356855554,14637699.53961622,True,2013.0
54244192,(2021 QP80),19.78,0.2941406018,0.6577183805,Earth,65984.924303874,67534523.4238516,True,2021.0
3689017,(2014 RW22),24.1,0.040230458,0.0899580388,Earth,13899.9041736749,70928408.83201203,False,
3726791,(2015 RH2),22.01,0.1053307015,0.2355266087,Earth,16944.4229010971,40448033.437117994,True,2015.0
2413563,413563 (2005 TG45),17.64,0.7880521833,1.7621382518,Earth,42267.0648296153,49694580.19912739,False,
